"inputfile","outputfile","vowel","interval","duration","start","end","previous_sound","next_sound","word","file","f0","duration.1","label","group","color","number","cutoff","f11","f21","f31","f12","f22","f32","f13","f23","f33","f14","f24","f34","f15","f25","f35"
"03_02_audio","03_02_audio_0008","e",32,0.176611308,1693.160104,1693.336716,"-","s","estsék̓","03_02_audio_0008",150.1,0.176,"e1",2,"Blue",342,5600,586,1778,2820,586,1770,2845,598,1789,2830,513,1800,2880,336,1892,3004
"p2","p2_0071","ə1",228,0.0382777153,48.56,48.59827772,"w","7","cw7alekwe","p2_0071",202.2,0.038,"b1",6,"Yellow",71,6255,542,877,2697,579,910,2663,598,934,2650,618,956,2632,616,973,2632
"03_30_audio","03_30_audio_0014","e",94,0.1500607121,613.0621661,613.2122268,"c","n","ckúpcen̓","03_30_audio_0014",314,0.15,"e1",2,"Blue",632,6650,337,1363,2804,528,1517,2907,597,1639,2782,555,1732,2832,412,1868,2619
"04_05_a_audio","04_05_a_audio_0026","é",107,0.1788714019,606.1212562,606.3001276,"m","kw","Mekwmékw / dull (1)","04_05_a_audio_0026",231,0.178,"e2",7,"Magenta",680,5900,659,1576,2469,701,1447,2741,597,1421,2732,485,1465,2827,568,1325,2977
"04_05_b_audio","04_05_b_audio_0020","e",77,0.1652024657,637.1975215,637.3627239,"m","t","Xqemqmetkwe / still water (3)","04_05_b_audio_0020",279.5,0.164,"e1",2,"Blue",721,6950,532,1850,3028,604,1879,2939,597,1910,2969,521,1927,2960,459,1778,2921
"04_05_b_audio","04_05_b_audio_0041","e",152,0.1828818829,884.9286737,885.1115556,"m","7","Qweqwéq̓wme7t / short (2)","04_05_b_audio_0041",194,0.182,"e1",2,"Blue",742,5750,627,1402,2871,739,1466,3064,597,1397,2936,634,1256,2938,749,1500,2921
"p2","p2_0080","e",252,0.09521972468,52.21810741,52.31332713,"x","m","mpíxem","p2_0080",321.3,0.094,"e1",2,"Blue",80,5500,520,1521,2809,605,1420,2794,597,1402,2745,543,1383,2741,359,1332,2508
"03_09_audio","03_09_audio_0072","í",236,0.2843625975,1479.577956,1479.862318,"ts","qʷ","teqtsiqw","03_09_audio_0072",243.1,0.284,"i2",2,"Blue",440,6200,442,2158,2803,563,1766,2649,596,1341,2662,579,1297,2677,801,1317,2919
"p2","p2_0090","e",280,0.1945736892,57.01423426,57.20880795,"-","n","ren","p2_0090",212.7,0.194,"e1",2,"Blue",90,5500,533,2061,2681,578,1984,2708,596,1971,2765,563,1928,2885,553,1869,2896
"p2","p2_0265","e",780,0.066557524,158.84,158.9065575,"m","l","melamél̓e","p2_0265",204.1,0.066,"e1",2,"Blue",265,5824,446,1362,2788,587,1342,2847,596,1333,2852,585,1320,2846,535,1248,2826
"04_13_audio","04_13_audio_0039","é",168,0.1596472309,652.5032808,652.6629281,"w","ten","qwetqwétn","04_13_audio_0039",296.8,0.158,"e2",7,"Magenta",784,5900,635,1237,2823,625,1505,2889,595,1729,2968,542,1877,2921,506,1784,3019
"04_20_audio","04_20_audio_0013","é",48,0.1849316481,119.8291205,120.0140522,"m","n","menmén","04_20_audio_0013",225.5,0.184,"e2",7,"Magenta",818,5750,609,2041,2915,585,2090,2958,595,2073,2978,645,2021,2960,586,1928,3012
"02_09_audio","02_09_audio_0073","e",245,0.2178537619,2414.335051,2414.552905,"n","h","nehé7en","02_09_audio_0073",195.8,0.216,"e1",2,"Blue",140,7100,611,1901,2846,761,1673,2822,594,1517,2797,454,1376,2740,423,1466,2809
"p2","p2_0277","ə1",814,0.1235787277,165.9408058,166.0643845,"m","t7","mt̓éykt","p2_0277",182.1,0.122,"b1",6,"Yellow",277,6687,558,1718,2665,607,1792,2718,594,1793,2651,561,1836,2702,413,1848,2823
"04_05_b_audio","04_05_b_audio_0027","é",100,0.2357854051,791.9524772,792.1882626,"q","m","Xqemqém / still or warm (3)","04_05_b_audio_0027",251,0.234,"e2",7,"Magenta",728,6650,674,1484,2774,659,1703,2786,593,1885,2791,622,1828,2876,575,1612,2786
"p2","p2_0134","o",404,0.13,82.05,82.18,"k","s","koswiwelt","p2_0134",230.2,0.13,"o1",4,"Green",134,6687,409,833,2678,572,988,2959,593,1238,2811,588,1324,2885,548,1178,2701
"p2","p2_0179","e",547,0.06,108.33,108.39,"n","m","wecqínems","p2_0179",162.4,0.058,"e1",2,"Blue",179,5500,359,1815,2767,460,1849,2727,593,1661,2681,602,1596,2687,601,1519,2646
"p2","p2_0261","e",771,0.1014923022,157.08,157.1814923,"-","l","melamél̓e","p2_0261",195.7,0.1,"e1",2,"Blue",261,7334,557,1371,2697,600,1363,2739,591,1349,2758,567,1268,2749,510,1164,2686
"p2","p2_0016","o",46,0.13,9.79,9.92,"k","s","koskóso","p2_0016",207.6,0.13,"o1",4,"Green",16,6471,463,876,3239,545,885,2907,590,1001,2847,581,1130,2837,539,1288,2828
"p2","p2_0029","o",86,0.19,17.61,17.8,"k","s","(c)koswállcw","p2_0029",204.9,0.19,"o1",4,"Green",29,6579,473,918,3091,550,927,2782,590,969,2640,601,1060,2718,516,1029,2653
"p2","p2_0170","e",520,0.07305397598,103.3328625,103.4059165,"n","m","wecqínems","p2_0170",171.4,0.072,"e1",2,"Blue",170,5500,397,2112,2815,471,1959,2769,590,1825,2731,585,1600,2707,511,1449,2667
"03_09_audio","03_09_audio_0066","ə1",215,0.09079147947,1159.183717,1159.274508,"l","7","l7ep̓","03_09_audio_0066",171.6,0.09,"b1",11,"Teal",434,5900,517,1742,2811,558,1742,2819,588,1755,2794,597,1754,2839,602,1758,2795
"03_23_audio","03_23_audio_0018","e",68,0.1490047665,1314.460698,1314.609703,"k","ll","ckelltsín̓ten - key (3)","03_23_audio_0018",253.2,0.148,"e1",2,"Blue",591,5900,476,2142,2534,546,2048,2698,588,1826,2815,638,1802,2847,508,1745,2834
"03_23_audio","03_23_audio_0020","e",74,0.2392903599,1315.348426,1315.587716,"t","n","ckelltsín̓ten - key (3)","03_23_audio_0020",230,0.238,"e1",2,"Blue",593,5600,549,1945,2819,609,1860,2749,587,1735,2956,484,1489,2620,396,890,2376
"02_09_audio","02_09_audio_0082","e",270,0.1006742156,2476.108442,2476.209116,"p","n","penhé7e","02_09_audio_0082",208.9,0.1,"e1",2,"Blue",149,4850,429,1836,2708,539,1839,2695,586,1903,2735,600,2004,3109,568,1971,3193
"02_09_audio","02_09_audio_0049","e",167,0.09709629336,2059.120729,2059.217825,"n","s","nen stenes","02_09_audio_0049",268.7,0.096,"e1",2,"Blue",116,5300,531,1661,2982,584,1650,2914,585,1640,2996,528,1707,3055,415,1727,3163
"03_09_audio","03_09_audio_0064","e",205,0.1037041511,1115.518379,1115.622083,"y","l","túyellc","03_09_audio_0064",294.3,0.102,"e1",2,"Blue",432,6350,410,2321,2880,534,1991,2887,585,1575,2941,597,1429,2947,573,1364,3028
"03_09_audio","03_09_audio_0120","é",394,0.2093466975,2190.508539,2190.717885,"7","q","n7eq̓","03_09_audio_0120",235.1,0.208,"e2",2,"Blue",488,6950,634,1239,3078,576,1218,3033,585,1214,3030,586,1160,3264,603,1155,3312
"03_09_audio","03_09_audio_0104","ə1",337,0.1054487069,2013.155343,2013.260792,"m","7","m7ell","03_09_audio_0104",158.8,0.104,"b1",11,"Teal",472,7400,416,1333,2774,551,1356,2696,584,1296,2756,586,1439,2733,593,1528,2722
"04_05_a_audio","04_05_a_audio_0008","e",44,0.07340755569,460.0693893,460.1427968,"k","l","nkékelc / my hand (1)","04_05_a_audio_0008",223.9,0.072,"e1",2,"Blue",662,4850,518,1436,2727,539,1392,2759,584,1379,2872,600,1399,2915,532,1198,2945
"04_13_audio","04_13_audio_0053","e",215,0.0873231972,1507.092329,1507.179652,"p","x","Pepép̓xe7tn","04_13_audio_0053",221.2,0.086,"e1",2,"Blue",798,5450,593,1796,2837,611,1788,2936,583,1808,3052,521,1820,3034,503,1851,3062
"04_13_audio","04_13_audio_0055","é",222,0.09333296811,1782.509561,1782.602894,"t","n","tenep","04_13_audio_0055",251.1,0.092,"e2",2,"Blue",800,5450,458,2129,2992,504,2115,2874,583,2055,2745,610,1909,2719,611,1871,2725
"p2","p2_0268","e",786,0.2001512598,159.51,159.7101513,"l7","-","melamél̓e","p2_0268",292.9,0.2,"e1",2,"Blue",268,6471,548,1328,2943,588,1267,3008,583,1279,2947,580,1494,3054,601,1442,3192
"04_13_audio","04_13_audio_0048","e",198,0.08169373635,1466.38774,1466.469433,"p","p","Pepép̓xe7tn","04_13_audio_0048",194.9,0.08,"e1",2,"Blue",793,5600,548,1435,3141,574,1418,2865,582,1419,2910,566,1425,2779,525,1312,2768
"02_09_audio","02_09_audio_0085","é",278,0.1451388569,2488.479482,2488.624621,"k","n","tśkénem","02_09_audio_0085",242.4,0.144,"e2",2,"Blue",152,7100,441,2520,2882,496,2094,2810,581,1824,2913,752,1265,2927,531,1450,2973
"p2","p2_0059","e",192,0.18,39.48,39.66,"k","-","cw7á7alken","p2_0059",176.3,0.178,"e1",2,"Blue",59,5824,421,1982,2629,524,2018,2637,581,1997,2617,550,1833,2701,462,1824,2690
"p2","p2_0264","e",777,0.23,157.8,158.03,"l7","-","melamél̓e","p2_0264",298.1,0.228,"e1",2,"Blue",264,6363,533,1440,2935,623,1223,2981,581,1424,3041,596,1449,3100,325,1394,3167
"04_05_a_audio","04_05_a_audio_0033","é",131,0.1797315431,692.476338,692.6560695,"m","k","Ctsemts̓m̓éqs / sharp (1)","04_05_a_audio_0033",226.9,0.178,"e2",7,"Magenta",687,6350,609,1272,2676,729,1314,2811,580,1239,2902,395,1168,3069,365,1163,3146
"03_09_audio","03_09_audio_0082","é",270,0.1062240651,1703.31368,1703.419904,"m","l","memélt","03_09_audio_0082",269.2,0.106,"e2",7,"Magenta",450,5600,481,1468,2784,562,1535,2820,577,1540,3110,545,1442,2991,520,1417,2907
"p2","p2_0254","e",745,0.12,152.14,152.26,"q","n","mqwtséqen","p2_0254",196.4,0.118,"e1",2,"Blue",254,5824,470,1563,2800,597,1658,2979,577,1792,3044,506,1824,3144,444,1851,3165
"02_09_audio","02_09_audio_0079","e",261,0.09667044596,2449.463734,2449.560404,"p","n","penhé7e(n)","02_09_audio_0079",234.5,0.096,"e1",2,"Blue",146,5450,477,1859,2854,484,1892,2896,575,1902,2958,533,2042,3071,467,2035,3140
"p2","p2_0022","o",62,0.1,13.75,13.85,"k","s","koskóso","p2_0022",252.2,0.1,"o1",4,"Green",22,5716,410,1100,2879,527,1199,2958,575,1221,2937,588,1372,2937,570,1423,2891
"p2","p2_0133","e",400,0.07,81.2,81.27,"l","m","mwéwlem","p2_0133",146.7,0.068,"e1",2,"Blue",133,6255,526,1468,2828,564,1487,2767,575,1476,2810,549,1396,2874,563,1408,3090
"p2","p2_0075","ə2",236,0.1919160998,49.4580839,49.65,"-","m","mqwetséts","p2_0075",216.6,0.19,"b2",12,"Navy",75,7334,442,1809,2787,586,1829,2740,574,1766,2747,574,1724,2669,490,1382,2628
"03_23_audio","03_23_audio_0025","e",91,0.07339601909,1403.137077,1403.210473,"m","n","ck̓emím̓en (2) jail","03_23_audio_0025",202.5,0.072,"e1",2,"Blue",598,7400,505,1669,2849,554,1708,2919,573,1692,2957,553,1699,2966,520,1700,3005
"04_05_a_audio","04_05_a_audio_0010","e",52,0.07982292296,465.2329198,465.3127427,"k","l","nkékelc / my hand (2)","04_05_a_audio_0010",216.3,0.078,"e1",2,"Blue",664,5000,475,1423,2784,499,1426,2727,573,1443,2763,582,1426,2803,567,1326,2830
"p2","p2_0141","e",433,0.1324103315,87.0317807,87.16419103,"w","l","koswiwelt","p2_0141",288.1,0.132,"e1",2,"Blue",141,6039,550,971,2833,567,1159,2905,573,1288,3088,574,1384,3740,577,1330,3405
"p2","p2_0161","e",495,0.07471429361,97.29772815,97.37244245,"n","m","myews wecqínems","p2_0161",288,0.074,"e1",2,"Blue",161,5500,506,2084,2928,567,1757,2945,573,1715,2792,561,1695,2833,336,1655,2875
"02_16_audio","02_16_audio_0012","é",43,0.2531364276,2356.753916,2357.007053,"w","s","gwesgwést","02_16_audio_0012",198.8,0.252,"e2",7,"Magenta",184,6800,356,808,3325,443,803,3071,572,1002,2870,591,1136,2726,466,1126,2664
"04_13_audio","04_13_audio_0051","e",208,0.06556219676,1503.663581,1503.729144,"p","x","Pepép̓xe7tn","04_13_audio_0051",207.2,0.064,"e1",2,"Blue",796,4850,574,1532,2735,589,1768,2837,572,1752,2857,578,1770,2947,556,1774,2940
"p2","p2_0122","e",366,0.05,73.15,73.2,"l","m","mwéwlem","p2_0122",157.7,0.048,"e1",2,"Blue",122,5500,509,1457,2682,553,1449,2725,572,1453,2704,576,1461,2705,543,1360,2724
"p2","p2_0160","í",493,0.1228635051,97.09018845,97.21305195,"q","n","myews wecqínems","p2_0160",254.6,0.122,"i2",9,"Lime",160,5716,705,1530,2762,649,2009,2757,572,2166,2595,542,2652,2902,493,2787,2991
"01_26_audio","01_26_audio_0045","ó",125,0.186655039,4280.55668,4280.743335,"l","ts","tskwlots̓","01_26_audio_0045",232.1,0.186,"o2",4,"Green",45,7550,499,1177,2860,570,1071,3242,571,1127,3177,508,1227,3188,430,1142,3189
"02_09_audio","02_09_audio_0055","e",187,0.09223995135,2092.950866,2093.043106,"n","s","nen stenes","02_09_audio_0055",215.8,0.092,"e1",2,"Blue",122,5150,426,1588,2689,571,1609,2906,570,1612,2934,491,1672,2901,469,1758,3035
"03_09_audio","03_09_audio_0092","e",301,0.1042054142,1911.807761,1911.911966,"p","l̓","wupupépel̓cken","03_09_audio_0092",286,0.104,"e1",2,"Blue",460,7550,545,1476,2680,585,1515,2738,570,1519,2880,575,1448,2962,544,1378,3019
"p2","p2_0113","é",341,0.1330739768,67.48827917,67.62135315,"ts2","ts1","mqwetsé","p2_0113",228.2,0.132,"e2",8,"Orange",113,5500,461,1860,2702,485,1822,2678,570,1839,2923,586,1852,3049,576,1841,2746
"04_05_a_audio","04_05_a_audio_0043","í",169,0.1480732268,809.306689,809.4547622,"s","s","Sesísle7 / a few (2)","04_05_a_audio_0043",264.8,0.148,"i2",8,"Black",697,6200,426,1683,2978,529,1644,2982,569,1544,2903,548,1436,2957,447,1552,3002
"03_09_audio","03_09_audio_0036","é",121,0.1100518722,758.168968,758.2790198,"m","7","mé7e","03_09_audio_0036",166.7,0.11,"e2",7,"Magenta",404,5750,473,1393,2666,502,1447,2888,568,1442,2777,619,1473,2832,637,1473,2964
"03_09_audio","03_09_audio_0059","e",188,0.1965532883,1065.061137,1065.25769,"t","k","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0059",244.3,0.196,"e1",2,"Blue",427,5600,495,2002,2956,564,1916,2723,568,1675,2402,481,1405,2577,475,1270,2410
"p2","p2_0116","e",350,0.06,68.52,68.58,"l","m","mwéwlem","p2_0116",272.5,0.06,"e1",2,"Blue",116,5824,476,1446,2831,532,1501,2797,568,1496,2792,590,1452,2825,579,1470,2727
"p2","p2_0168","e",515,0.08135556416,102.8184768,102.8998324,"w","c","wecqínems","p2_0168",160.3,0.08,"e1",2,"Blue",168,7550,531,989,3416,534,952,3951,568,918,3927,585,906,3928,433,809,3885
"02_09_audio","02_09_audio_0054","é",185,0.1323602464,2092.753972,2092.886332,"t","n","nen stenes","02_09_audio_0054",242.4,0.132,"e2",2,"Blue",121,6950,507,1882,2729,552,1815,2705,567,1714,2751,548,1717,2757,449,1694,2720
"02_09_audio","02_09_audio_0051","é",175,0.1339698697,2063.145886,2063.279856,"t","n","nen stenes","02_09_audio_0051",258.7,0.132,"e2",2,"Blue",118,4850,517,1553,1788,528,1220,1807,566,986,1823,564,1105,1796,486,1499,1803
"03_02_audio","03_02_audio_0029","e",89,0.2504536222,2414.990827,2415.241281,"ts","ts","qwetspétsets","03_02_audio_0029",266.5,0.25,"e1",2,"Blue",363,7400,556,1929,3014,630,1726,2983,566,1796,2957,485,1838,3277,525,2066,3465
"03_16_audio","03_16_audio_0061","ə2",212,0.07113591797,2822.235165,2822.306301,"q","m","qmut (hat) (2)","03_16_audio_0061",223.6,0.07,"b2",11,"Teal",559,7400,535,1273,2965,573,1260,2602,565,1253,2507,512,1221,2448,415,1303,2553
"p2","p2_0041","é",131,0.15,28.06,28.21,"w","ll","koswéllts'e7","p2_0041",285,0.15,"e2",8,"Orange",41,6795,545,986,2841,634,1219,2816,565,1439,2868,575,1383,2717,566,2110,3313
"p2","p2_0327","e",1019,0.1975777987,215.2469054,215.4444832,"c","n","wísemcen","p2_0327",178.2,0.196,"e1",2,"Blue",327,5608,566,1685,2678,589,1840,2633,565,1816,2656,569,1759,2866,462,1630,2836
"03_16_audio","03_16_audio_0049","e",170,0.1589115646,2489.116614,2489.275525,"t̓","q","Ct’eqw7min̓tn - sewing machine (3)","03_16_audio_0049",203.6,0.158,"e1",2,"Blue",547,5150,558,1296,2650,613,1232,2795,564,1036,2808,573,1051,2820,619,1104,2812
"04_13_audio","04_13_audio_0046","e",192,0.2013449433,1148.001065,1148.20241,"x","ts","xe7tsép","04_13_audio_0046",212.8,0.2,"e1",2,"Blue",791,6050,650,1325,2863,675,1512,2833,564,1645,3003,581,1815,2988,606,1979,3211
"p2","p2_0025","o",70,0.13,14.82,14.95,"k","s","(c)koswállcw","p2_0025",218.3,0.13,"o1",4,"Green",25,6579,439,806,3111,501,798,2722,564,975,2657,580,1054,2702,539,1073,2718
"p2","p2_0148","e",456,0.1367434952,91.30993069,91.44667419,"w","l","koswiwelt","p2_0148",287.3,0.136,"e1",2,"Blue",148,5932,563,1160,2895,569,1271,2993,564,1376,3764,565,1381,3426,564,1377,2896
"01_26_audio","01_26_audio_0024","e",58,0.1401306284,1679.316217,1679.456347,"í","m","necíkwem","01_26_audio_0024",216.1,0.14,"e1",2,"Blue",24,6050,495,2499,2927,490,2219,2888,563,1962,2831,589,1672,2821,433,1438,2916
"p2","p2_0119","é",357,0.1425374484,72.19787212,72.34040957,"ts1","ts1","mqwets(étse)","p2_0119",228.1,0.142,"e2",8,"Orange",119,5500,458,1826,2661,532,1748,2648,563,1892,2972,521,1852,2862,440,1813,2903
"p2","p2_0172","í",526,0.16,105.53,105.69,"q","ll","mqillt","p2_0172",234.2,0.158,"i2",9,"Lime",172,5824,520,1436,2649,588,1731,2717,563,2435,2784,474,2490,3301,426,2528,3237
"03_09_audio","03_09_audio_0102","e",329,0.05281000233,1917.563151,1917.615961,"p","l","wupupépel̓cken","03_09_audio_0102",266.6,0.052,"e1",2,"Blue",470,7250,549,1399,2561,575,1484,2745,562,1543,2708,549,1549,2761,538,1550,2891
"03_09_audio","03_09_audio_0105","é",339,0.1969409673,2013.33135,2013.52829,"7","ll","m7ell","03_09_audio_0105",175.2,0.196,"e2",2,"Blue",473,7250,578,1678,2753,515,1512,2723,562,1517,2615,632,1306,2637,460,1581,2803
"03_09_audio","03_09_audio_0124","é",405,0.2627275672,2220.460782,2220.72351,"0","q","n7eq̓","03_09_audio_0124",212,0.262,"e2",2,"Blue",492,6650,709,1107,2862,612,1105,2837,562,1086,2949,601,1157,3177,1156,2202,3559
"p2","p2_0297","ə2",902,0.1202319913,185.67,185.790232,"k","ll","skllékstem","p2_0297",183.7,0.12,"b2",12,"Navy",297,5608,404,2092,2619,513,2007,2615,562,1897,2659,562,1900,2717,527,1758,2657
"02_09_audio","02_09_audio_0064","é",217,0.0841715779,2321.900858,2321.985029,"t","m̓","stémi7","02_09_audio_0064",280.1,0.084,"e2",7,"Magenta",131,7550,434,2003,3345,548,1917,3070,560,1928,3498,583,1952,3317,568,1967,3373
"03_09_audio","03_09_audio_0041","e",133,0.05815186043,1058.206444,1058.264596,"l","m","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0041",282.4,0.058,"e1",2,"Blue",409,7100,536,1908,2762,556,1908,2771,560,1866,2778,564,1681,2690,507,1529,2642
"04_05_a_audio","04_05_a_audio_0032","ə2",129,0.06656405742,692.3304698,692.3970339,"ts","m","Ctsemts̓m̓éqs / sharp (1)","04_05_a_audio_0032",213.7,0.066,"b2",11,"Teal",686,4700,737,1624,2615,557,1644,2657,559,1513,2702,500,911,1741,414,1151,1987
"04_05_b_audio","04_05_b_audio_0040","é",149,0.1796847619,884.5375368,884.7172215,"qw","q̓w","Qweqwéq̓wme7t / short (2)","04_05_b_audio_0040",246.1,0.178,"e2",7,"Magenta",741,6650,554,884,3250,583,907,3427,558,902,3465,501,894,3586,665,958,3689
"04_27_audio","04_27_audio_0007","e",27,0.09894950414,920.6535246,920.7524742,"t","xw","Texwtúxwt - straight e.g straight line (1) g","04_27_audio_0007",245.9,0.098,"e1",2,"Blue",852,6050,471,1590,2487,526,1556,2676,558,1390,2967,576,1118,2771,505,1096,2955
"p2","p2_0305","e",931,0.1295047756,190.2400962,190.369601,"t","m","skllékstem","p2_0305",285.5,0.128,"e1",2,"Blue",305,6795,468,1704,2796,524,1817,2794,558,1601,2815,527,1546,2897,421,1408,2763
"03_09_audio","03_09_audio_0074","í",244,0.1984916836,1481.438062,1481.636554,"ts","qʷ","teqtsiqw","03_09_audio_0074",230.8,0.198,"i2",2,"Blue",442,5600,410,2193,2807,522,1970,2580,557,1418,2448,585,1286,2605,636,1249,2483
"04_27_audio","04_27_audio_0015","e",56,0.0981070642,1040.66799,1040.766097,"x","x","Xexé7 -smart (2) g","04_27_audio_0015",205.7,0.098,"e1",2,"Blue",860,6800,572,1168,3383,642,1192,2731,556,1170,2961,345,1242,3365,1158,3248,4167
"03_23_audio","03_23_audio_0004","é",15,0.1959873256,399.1443914,399.3403787,"p","q","peq - white (1)","03_23_audio_0004",236.5,0.194,"e2",2,"Blue",577,7550,521,1900,3726,581,1895,3509,555,1940,2999,664,1784,2975,720,1609,2594
"03_23_audio","03_23_audio_0023","e",83,0.05895921176,1400.964115,1401.023074,"m̓","n","ck̓emím̓en (1) jail","03_23_audio_0023",201.6,0.058,"e1",2,"Blue",596,7250,491,1656,2955,528,1689,2992,555,1723,3017,551,1713,3011,519,1708,3062
"04_20_audio","04_20_audio_0039","e",130,0.1531456434,713.2498553,713.403001,"qw","qw","T̓uqweqwíqw","04_20_audio_0039",217.1,0.152,"e1",2,"Blue",844,7550,496,891,3729,555,1005,3836,555,906,3880,492,813,3833,513,820,3722
"p2","p2_0212","ə1",634,0.1129015992,132.2828082,132.3957098,"m","s","mstntsútk","p2_0212",215.3,0.112,"b1",6,"Yellow",212,5608,391,657,1647,449,990,1829,555,1929,2119,572,1940,2817,500,1935,2705
"04_20_audio","04_20_audio_0009","ə1",34,0.1000704186,33.39000895,33.49007937,"k","n","Tscwinúcwkn","04_20_audio_0009",256.7,0.1,"b1",11,"Teal",814,6500,368,1103,3437,501,1184,2480,554,1342,2867,575,1515,2824,588,1619,3339
"p2","p2_0020","ó",57,0.14,11.83,11.97,"k","s","koskóso","p2_0020",255,0.138,"o2",10,"Purple",20,5608,400,1095,2974,491,968,2743,554,1063,2747,612,1140,2852,671,1211,2822
"03_30_audio","03_30_audio_0012","e",86,0.130554551,611.0699436,611.2004981,"c","n̓","ckúpcen̓","03_30_audio_0012",279.7,0.13,"e1",2,"Blue",630,7550,335,1327,3409,379,1404,2950,553,1451,2921,559,1653,2926,547,1804,2983
"p2","p2_0125","é",377,0.16,76.43,76.59,"t","m","te","p2_0125",204.8,0.158,"e2",8,"Orange",125,5500,325,1975,2888,539,1889,2769,553,1806,2769,569,1658,2747,537,1467,2793
"01_26_audio","01_26_audio_0047","e",131,0.08658681981,4369.636269,4369.722856,"l","n","tsólens","01_26_audio_0047",261.6,0.086,"e1",2,"Blue",47,6500,507,1084,3068,540,1113,3079,552,1122,3174,511,1366,3234,452,1391,3233
"03_09_audio","03_09_audio_0044","é",143,0.09381833483,1059.162215,1059.256033,"y","n","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0044",251.5,0.092,"e2",7,"Magenta",412,6950,519,2147,2711,534,1772,2710,552,1764,2691,556,1651,2788,506,1688,2769
"p2","p2_0178","í",545,0.15,108.12,108.27,"q","n","wecqínems","p2_0178",196.9,0.148,"i2",9,"Lime",178,5500,613,1425,2680,601,1758,2737,552,2373,2699,447,2356,2765,373,2383,2920
"03_09_audio","03_09_audio_0028","é",99,0.06934557224,738.550282,738.6196276,"y","n","kw̓elltiyénecum","03_09_audio_0028",259.1,0.068,"e2",7,"Magenta",396,7100,566,1691,2745,561,1774,3115,551,1634,3475,592,1613,3264,563,1624,3124
"03_16_audio","03_16_audio_0006","é",28,0.1649074818,1501.348434,1501.513341,"s","r","Sér (1)","03_16_audio_0006",294.3,0.164,"e2",2,"Blue",504,5150,501,1599,2674,557,1357,2126,551,1165,1740,482,1263,1816,535,1244,1788
"04_05_b_audio","04_05_b_audio_0036","e",137,0.1820592912,879.3671055,879.5491648,"qw","qw","Qweqwéq̓wme7t / short (1)","04_05_b_audio_0036",183.1,0.182,"e1",2,"Blue",737,5450,580,952,3235,569,962,3265,551,949,3165,440,859,3059,410,881,2924
"01_26_audio","01_26_audio_0014","e",35,0.1541603405,1545.541002,1545.695163,"t","t","petetét","01_26_audio_0014",151.5,0.154,"e1",2,"Blue",14,6950,520,1826,2791,565,1774,2748,550,1729,2761,460,1657,2800,483,1707,2818
"04_05_a_audio","04_05_a_audio_0038","é",154,0.267370575,706.5277488,706.7951194,"m","q","Ctsemts̓m̓éqs / Sharp (3)","04_05_a_audio_0038",215.2,0.266,"e2",7,"Magenta",692,5150,621,1309,2753,610,1237,2684,550,1193,2709,369,1143,2146,433,1262,2413
"p2","p2_0156","é",480,0.1419571579,94.96065026,95.10260742,"t","s","mqillt tes","p2_0156",279,0.14,"e2",8,"Orange",156,5608,485,2006,2843,528,1992,2809,550,1824,2112,559,1845,2192,525,1716,3067
"p2","p2_0209","é",626,0.1791553288,131.3,131.4791553,"-","t","re","p2_0209",183.1,0.178,"e2",8,"Orange",209,5932,1326,2269,3128,572,1887,2837,550,1830,2818,505,1765,2878,457,1914,2881
"p2","p2_0218","ə1",651,0.09546826406,135.3480933,135.4435616,"m","s","mstntsútk","p2_0218",212.4,0.094,"b1",6,"Yellow",218,5716,497,1719,2580,533,1844,2667,550,1885,2662,554,1926,2690,269,1838,2770
"03_09_audio","03_09_audio_0024","é",85,0.06226949344,635.3681551,635.4304246,"y","n","kw̓elltiyénecum","03_09_audio_0024",255.5,0.062,"e2",7,"Magenta",392,5900,537,1769,2945,541,1783,2951,549,1797,2938,532,1796,2824,522,1739,2809
"03_30_audio","03_30_audio_0024","e",128,0.07894490996,726.7521319,726.8310768,"t","n","ckupwíl̓epten","03_30_audio_0024",206.4,0.078,"e1",2,"Blue",642,7100,448,1826,2846,459,1787,2954,549,1717,3014,523,1712,2984,413,1710,3028
"04_27_audio","04_27_audio_0009","e",35,0.1059943748,922.384008,922.4900024,"t","xw","Texwtúxwt - straight e.g straight line (2) g","04_27_audio_0009",219,0.106,"e1",2,"Blue",854,5750,490,1681,2605,539,1537,2598,549,1257,2792,539,1136,2791,579,1069,2889
"02_16_audio","02_16_audio_0042","u",157,0.2028732722,3305.003996,3305.206869,"p","w","gyepuwíken","02_16_audio_0042",248.3,0.202,"u1",5,"Olive",214,5750,455,741,2854,531,1059,2901,547,1139,2946,548,1087,2945,541,1065,2908
"p2","p2_0108","e",329,0.1701825577,65.33845369,65.50863624,"-","n","ren","p2_0108",208.4,0.17,"e1",2,"Blue",108,5932,508,2275,2905,542,2214,2872,547,2068,2880,546,2231,2849,453,2085,2889
"p2","p2_0169","í",518,0.1295047756,103.1272959,103.2568007,"q","n","wecqínems","p2_0169",217.2,0.128,"i2",9,"Lime",169,5500,546,1261,2685,592,1555,2723,547,2190,2689,553,2295,2789,518,2412,3038
