"inputfile","outputfile","vowel","interval","duration","start","end","previous_sound","next_sound","word","file","f0","duration.1","label","group","color","number","cutoff","f11","f21","f31","f12","f22","f32","f13","f23","f33","f14","f24","f34","f15","f25","f35"
"04_13_audio","04_13_audio_0049","é",200,0.164521978,1466.539212,1466.703734,"p","p̓","Pepép̓xe7tn","04_13_audio_0049",258.6,0.164,"e2",7,"Magenta",794,5900,465,1434,2758,610,1558,3013,703,1444,2786,707,1220,2873,647,1262,2844
"p2","p2_0329","á",1029,0.1915396004,216.9383682,217.1299078,"n","w","nawlc","p2_0329",193.8,0.19,"a2",7,"Magenta",329,5716,525,1576,2754,666,1441,2756,703,1358,2832,615,1188,2875,586,1121,3095
"03_09_audio","03_09_audio_0081","e",268,0.1155283627,1703.110537,1703.226065,"m","m","memélt","03_09_audio_0081",237.7,0.114,"e1",2,"Blue",449,5900,536,1770,2785,694,1821,2804,702,1832,2776,743,1548,2743,544,1281,2755
"03_23_audio","03_23_audio_0034","e",118,0.2176783888,1491.487291,1491.704969,"y","-","scwicwéye - ant (3)","03_23_audio_0034",147.6,0.216,"e1",2,"Blue",607,5450,568,2086,2616,659,1776,2574,702,1623,2888,976,1497,3070,1124,1533,3190
"p2","p2_0052","ə1",173,0.13,37.61,37.74,"w","7","cw7á7alken","p2_0052",157.5,0.13,"b1",6,"Yellow",52,6363,589,840,3087,638,983,3180,702,989,3133,705,1017,2831,710,1049,2833
"02_09_audio","02_09_audio_0095","á",312,0.153896737,2564.817599,2564.971496,"t","7","Ta7kpell","02_09_audio_0095",186.7,0.152,"a2",6,"Yellow",162,5150,584,1510,2648,643,1338,2586,701,1210,2707,706,1148,2707,688,1171,2775
"02_16_audio","02_16_audio_0048","e",171,0.2368809306,3460.033269,3460.27015,"k","n","gyepuwíken","02_16_audio_0048",235.1,0.236,"e1",2,"Blue",220,5600,432,2507,2823,547,2202,2729,701,1980,2837,622,1893,2980,422,1734,3003
"p2","p2_0050","a",165,0.12,35.96,36.08,"w","l","kwaltúy","p2_0050",218.4,0.118,"a1",1,"Red",50,6363,554,817,2790,633,1007,2644,701,1021,2622,706,994,2500,648,1040,2503
"p2","p2_0208","é",622,0.15,130.39,130.54,"ll","p","mllept","p2_0208",243,0.15,"e2",8,"Orange",208,5932,515,1810,2811,645,1958,2855,701,1825,2946,714,1848,2776,733,1828,2810
"04_13_audio","04_13_audio_0018","é",75,0.1694947146,394.6496559,394.8191506,"n","ll","m-pegwpégw̓tsnemes ne ck̓emtsenéllcw","04_13_audio_0018",214.2,0.168,"e2",7,"Magenta",763,5600,621,1920,2875,693,1881,2963,700,1748,2950,669,1634,3013,634,1531,3053
"03_16_audio","03_16_audio_0059","ə2",205,0.09091854652,2794.180437,2794.271356,"q","m","Q̓mum̓ét (little hat) (4)","03_16_audio_0059",250.5,0.09,"b2",11,"Teal",557,5750,539,1225,3331,674,1253,2822,699,1262,2829,629,1247,2809,507,1071,2783
"03_23_audio","03_23_audio_0007","e",27,0.0757382187,463.7586481,463.8343863,"p","q","peqpéq flour (1)","03_23_audio_0007",185.1,0.074,"e1",2,"Blue",580,7100,590,1267,2769,670,1330,2825,699,1377,2801,690,1332,2811,565,1242,2836
"03_23_audio","03_23_audio_0036","e",124,0.2955728323,1587.899627,1588.1952,"k","-","tíg̓wke - bell (1)","03_23_audio_0036",171.3,0.294,"e1",2,"Blue",609,5450,549,1553,2410,665,1388,2653,699,1277,2810,480,1339,2894,149,1367,2812
"04_27_audio","04_27_audio_0001","é",3,0.08370216408,649.7581057,649.8418079,"k","p","képkept - hurt (1) g","04_27_audio_0001",267.8,0.082,"e2",7,"Magenta",846,5300,530,2012,2602,608,1801,2581,699,1734,2498,763,1662,2550,787,1616,2606
"p2","p2_0097","í",300,0.1568250055,60.34,60.49682501,"p","x","mpíxem","p2_0097",252.6,0.156,"i2",9,"Lime",97,5500,539,1788,2777,592,1851,2918,699,2014,2750,672,1795,2724,331,1535,2587
"p2","p2_0068","á",220,0.1241148732,44.89588513,45.02,"7","l","cw7álekwe","p2_0068",226.9,0.124,"a2",7,"Magenta",68,6903,708,996,2656,694,1088,2609,696,1136,2756,691,1151,2754,605,1046,2813
"p2","p2_0070","e",224,0.1369875776,45.38301242,45.52,"k","-","cw7álekwe","p2_0070",170.3,0.136,"e1",2,"Blue",70,5608,473,1447,2681,595,1424,2715,696,1438,2719,698,1450,2717,720,1442,2768
"p2","p2_0034","á",105,0.21,22.12,22.33,"w","ll","(c)koswállcw","p2_0034",255.2,0.208,"a2",7,"Magenta",34,7118,581,1122,2755,668,1494,3064,695,1538,2906,696,1579,2802,497,1607,2829
"p2","p2_0126","é",380,0.1367076218,77.16,77.29670762,"w","w","mwéwlem","p2_0126",187.9,0.136,"e2",8,"Orange",126,6255,576,921,2672,686,1167,2994,695,1146,3066,663,1069,3099,606,902,2724
"p2","p2_0106","í",324,0.2010999205,64.57,64.77109992,"p","x","mpíxem","p2_0106",250,0.2,"i2",9,"Lime",106,6147,486,1637,2559,526,1784,2975,694,1884,2971,710,1725,2811,491,1620,2951
"p2","p2_0145","é",447,0.15,89.51,89.66,"l","p","sk̓lep","p2_0145",207.1,0.148,"e2",8,"Orange",145,6363,682,1424,2912,681,1454,2948,693,1439,2930,680,1477,2856,688,1405,2909
"p2","p2_0166","é",508,0.1560698578,102.0699864,102.2260562,"y","w","myews","p2_0166",210.1,0.156,"e2",8,"Orange",166,6147,612,1731,2599,654,1381,2783,693,1382,2862,674,1373,2884,642,1271,3072
"02_09_audio","02_09_audio_0077","ə2",256,0.1958022028,2447.916982,2448.112785,"h","e","penhé7en","02_09_audio_0077",268,0.194,"b2",1,"Red",144,4700,693,1335,1866,815,1653,2072,692,1465,1896,618,1305,1757,574,1350,1795
"01_26_audio","01_26_audio_0015","é",37,0.2140146022,1545.809997,1546.024012,"t","t","petetét","01_26_audio_0015",230.2,0.214,"e2",7,"Magenta",15,5600,607,1813,2665,697,1836,2702,691,1854,2675,673,1696,2763,677,1657,2766
"p2","p2_0132","é",397,0.1633559362,80.85790055,81.02125649,"w","w","mwéwlem","p2_0132",187.2,0.162,"e2",8,"Orange",132,6147,393,700,1581,596,1029,2745,691,1102,2937,699,1113,2941,567,968,2800
"01_26_audio","01_26_audio_0041","e",111,0.209215048,3990.583048,3990.792263,"k","7","wíts̓ke7","01_26_audio_0041",174.5,0.208,"e1",2,"Blue",41,6350,515,1705,2556,613,1529,2516,690,1529,2539,691,1312,2605,688,1385,2659
"03_23_audio","03_23_audio_0012","é",45,0.2146676792,474.830814,475.0454816,"p","q","peqpéq flour (3)","03_23_audio_0012",244.8,0.214,"e2",2,"Blue",585,4850,529,1047,1712,624,1639,1886,690,1748,2462,676,1625,2753,660,1565,2655
"01_26_audio","01_26_audio_0006","e",15,0.1791268976,76.99471664,77.17384354,"k","-","qeq̓iméke7","01_26_audio_0006",236.4,0.178,"e1",2,"Blue",6,6050,478,2189,2883,632,1808,2866,689,1697,2913,676,1573,3031,694,1703,3010
"01_26_audio","01_26_audio_0033","í",85,0.1966811956,3819.887762,3820.084443,"-","xw","ixw","01_26_audio_0033",281.2,0.196,"i2",3,"Black",33,5600,518,2207,2736,574,2026,2688,689,1872,2897,658,1426,2691,515,1276,2950
"02_09_audio","02_09_audio_0092","e",301,0.0591551683,2515.440833,2515.499988,"n","m","tśkénem","02_09_audio_0092",230.1,0.058,"e1",2,"Blue",159,5450,535,1551,3114,697,1640,3112,689,1616,3097,677,1566,3067,525,1498,3051
"03_23_audio","03_23_audio_0010","é",37,0.2058213285,472.799955,473.0057763,"p","q","peqpéq flour (2)","03_23_audio_0010",242.5,0.204,"e2",7,"Magenta",583,6800,498,1814,2731,606,1810,2819,688,1684,2779,557,1373,2916,913,1672,3330
"p2","p2_0256","e",752,0.12,153.14,153.26,"p","7","máts̓pe7","p2_0256",237,0.118,"e1",2,"Blue",256,6471,531,1296,2631,604,1359,2716,688,1413,2754,691,1442,2775,669,1397,2832
"p2","p2_0301","é",915,0.1964678938,187.41,187.6064679,"ll","k","skllékstem","p2_0301",235.8,0.196,"e2",8,"Orange",301,6147,487,1734,2928,700,1782,2895,688,1785,2799,526,1923,2626,483,2097,2640
"p2","p2_0003","ó",7,0.12,0.62,0.74,"k","s","kóso","p2_0003",250.4,0.118,"o2",10,"Purple",3,5824,477,1038,2792,620,1110,2944,687,1226,2774,693,1280,2814,693,1288,2867
"04_05_b_audio","04_05_b_audio_0019","e",73,0.1376904768,636.6459933,636.7836838,"q","m","Xqemqmetkwe / still water (3)","04_05_b_audio_0019",228.4,0.136,"e1",2,"Blue",720,5750,534,1340,3039,685,1338,3223,686,1352,3278,635,1400,3175,521,1388,2886
"p2","p2_0046","a",149,0.1,31.78,31.88,"w","l","kwaltúy","p2_0046",217.3,0.1,"a1",1,"Red",46,5716,636,912,2723,661,1026,2622,686,1055,2469,660,1034,2497,616,1084,2845
"04_13_audio","04_13_audio_0057","é",228,0.164692155,1786.674743,1786.839435,"t","n","tenep","04_13_audio_0057",258.6,0.164,"e2",2,"Blue",802,5750,513,2074,3080,656,1945,3159,684,1839,2961,664,1785,3013,622,1754,2974
"03_09_audio","03_09_audio_0037","e",123,0.2895351635,758.3154616,758.6049968,"7","-","mé7e","03_09_audio_0037",208.3,0.288,"e1",2,"Blue",405,5900,476,1415,2820,649,1427,2482,683,1388,3101,311,1570,2940,284,1575,2975
"p2","p2_0236","e",701,0.3038381274,144.010332,144.3141701,"c","-","w7éce","p2_0236",203.2,0.302,"e1",2,"Blue",236,6687,466,1049,2682,603,1263,2524,683,1116,2632,656,1275,2701,314,1285,2813
"p2","p2_0333","e",1049,0.2026559084,221.2526557,221.4553116,"ts1","-","k̓útse","p2_0333",189,0.202,"e1",2,"Blue",333,5716,469,1527,2813,617,1484,2772,683,1297,2789,558,1225,2771,404,1174,2464
"p2","p2_0274","ə1",802,0.136976205,162.9869803,163.1239565,"m","t7","mt̓éykt","p2_0274",175.6,0.136,"b1",6,"Yellow",274,7550,573,1598,2638,666,1699,2666,682,1756,2613,570,1744,2966,454,1713,3048
"02_09_audio","02_09_audio_0088","e",287,0.05201999352,2507.003826,2507.055846,"n","m","tśkénem","02_09_audio_0088",205,0.05,"e1",2,"Blue",155,5300,679,1611,3033,684,1613,2991,681,1518,2951,645,1528,2891,525,1415,2889
"04_05_b_audio","04_05_b_audio_0043","é",161,0.1139361442,886.9816139,887.0955501,"w","q̓","Qweqwéq̓wme7t / short (3)","04_05_b_audio_0043",239.2,0.112,"e2",7,"Magenta",744,5300,659,1027,2977,687,999,3102,681,885,3002,640,943,3033,538,947,3097
"04_05_b_audio","04_05_b_audio_0023","é",86,0.2148407134,770.0821279,770.2969686,"q","m","Xqemqém / still or warm (1)","04_05_b_audio_0023",259.4,0.214,"e2",7,"Magenta",724,6650,676,1387,2782,693,1555,2710,679,1583,2812,620,1653,2822,503,1550,2743
"p2","p2_0048","a",157,0.11,34.22,34.33,"w","l","kwaltúy","p2_0048",211,0.11,"a1",1,"Red",48,5500,622,924,2811,656,1035,2800,679,1020,2619,667,973,2591,642,959,2669
"04_05_a_audio","04_05_a_audio_0007","é",42,0.1596223469,459.8325931,459.9922154,"k","k","nkékelc / my hand (1)","04_05_a_audio_0007",249.3,0.158,"e2",7,"Magenta",661,5300,594,1829,2728,731,1635,2753,678,1560,2726,536,1689,2688,667,1772,2647
"04_05_b_audio","04_05_b_audio_0004","é",13,0.148740502,120.1946835,120.343424,"k","tt̓","ketkét̕t / dirty (2)","04_05_b_audio_0004",257,0.148,"e2",7,"Magenta",705,6350,516,2350,2879,575,2257,2812,678,2458,2823,595,2046,3052,531,2035,3051
"04_05_b_audio","04_05_b_audio_0013","e",53,0.09377900586,632.3249727,632.4187517,"q","m","Xqemqmetkwe / still water (1)","04_05_b_audio_0013",223.7,0.092,"e1",2,"Blue",714,5150,606,1330,2701,663,1326,2681,678,1328,2698,674,1332,2696,633,1287,2698
"p2","p2_0083","e",261,0.18,53.85,54.03,"s","7","síse7","p2_0083",176.3,0.18,"e1",2,"Blue",83,5500,452,1842,2807,585,1726,2768,678,1613,2758,695,1534,2759,703,1443,2778
"p2","p2_0321","e",1001,0.1577427509,210.82,210.9777428,"-","n","wísemcen","p2_0321",192,0.156,"e1",2,"Blue",321,7334,544,1732,2784,631,1770,2812,678,1853,2844,668,1847,2851,542,1761,2872
"p2","p2_0330","á",1035,0.1965609938,217.6565782,217.8531392,"n","w","nawlc","p2_0330",197.2,0.196,"a2",7,"Magenta",330,6795,624,1565,2859,702,1530,3085,678,1332,2607,619,1117,2972,571,843,3190
"03_09_audio","03_09_audio_0033","é",113,0.05117363718,744.4187728,744.4699465,"y","n","kw̓elltiyénecum","03_09_audio_0033",238,0.05,"e2",7,"Magenta",401,5750,591,2018,2618,656,1939,2627,676,1876,2705,685,1789,2750,710,1712,2825
"03_09_audio","03_09_audio_0077","e",255,0.09226761855,1603.256336,1603.348604,"m","m","memélt","03_09_audio_0077",237.1,0.092,"e1",2,"Blue",445,4700,626,1558,2576,675,1620,2401,676,1590,2573,630,1506,2737,607,1495,2750
"p2","p2_0092","e",285,0.179755354,57.72024465,57.9,"s","7","síse7","p2_0092",187.3,0.178,"e1",2,"Blue",92,6471,468,1805,2877,611,1563,2884,676,1539,2744,678,1553,2747,689,1543,2774
"04_27_audio","04_27_audio_0008","ú",30,0.1849474668,920.9800514,921.1649988,"t","xw","Texwtúxwt - straight e.g straight line (1) g","04_27_audio_0008",274.8,0.184,"u2",10,"Purple",853,6050,543,1607,2703,745,1327,2664,675,1138,2875,710,1031,2864,595,1050,2906
"p2","p2_0015","o",43,0.23,8.27,8.5,"s","-","koskóso","p2_0015",271,0.23,"o1",4,"Green",15,6147,577,1348,2783,681,1350,2723,675,1234,2693,638,1228,2688,617,1212,2656
"p2","p2_0235","é",699,0.1544095401,143.7114748,143.8658843,"7","c","w7éce","p2_0235",177.7,0.154,"e2",8,"Orange",235,5716,663,700,1267,687,919,1292,675,1220,2687,618,1147,2744,534,1171,2705
"02_09_audio","02_09_audio_0052","e",177,0.08854149989,2063.339781,2063.428322,"n","s","nen stenes","02_09_audio_0052",230.5,0.088,"e1",2,"Blue",119,5150,541,1482,2921,637,1532,3019,674,1658,3085,613,1727,3118,546,1729,3086
"01_26_audio","01_26_audio_0003","e",7,0.1578147173,21.92926011,22.08707483,"k","7","qeq̓iméke7","01_26_audio_0003",226,0.156,"e1",2,"Blue",3,6650,499,2004,2687,617,1681,2827,673,1552,2916,734,1524,2970,733,1495,3048
"04_05_a_audio","04_05_a_audio_0036","é",143,0.09378949507,704.1331227,704.2269122,"m","q","Ctsemts̓m̓éqs (2)","04_05_a_audio_0036",224.4,0.092,"e2",7,"Magenta",690,6650,564,1244,2764,616,1292,2853,673,1326,2909,697,1314,2844,631,1156,2808
"04_27_audio","04_27_audio_0012","ú",46,0.2182965592,924.3955918,924.6138884,"t","xw","Texwtúxwt - straight e.g straight line (3)g","04_27_audio_0012",226.6,0.218,"u2",10,"Purple",857,5450,525,1436,2614,690,1237,3092,672,1177,2991,599,1073,2909,613,1049,3003
"01_26_audio","01_26_audio_0039","e",104,0.136673131,3979.193107,3979.32978,"k","7","wíts̓ke7","01_26_audio_0039",184.8,0.136,"e1",2,"Blue",39,5750,517,2205,2547,596,1703,2561,670,1524,2599,720,1555,2587,748,1588,2589
"p2","p2_0030","á",89,0.2,18.08,18.28,"w","ll","(c)koswállcw","p2_0030",223.1,0.2,"a2",7,"Magenta",30,6579,547,932,2643,648,1516,2629,670,1566,2668,673,1614,2803,605,1805,2920
"p2","p2_0037","o",118,0.14,25.43,25.57,"k","s","koswéllts'e7","p2_0037",264.6,0.14,"o1",4,"Green",37,6255,439,899,3430,555,885,3034,670,1013,2266,675,1064,2694,669,1123,2888
"p2","p2_0298","é",904,0.1627111283,185.999432,186.1621431,"ll","k","skllékstem","p2_0298",178.6,0.162,"e2",8,"Orange",298,5608,587,1815,2696,720,1825,2680,670,1796,2570,571,1971,2514,669,1925,2482
"02_16_audio","02_16_audio_0045","e",166,0.1325125998,3458.713211,3458.845724,"y","p","gyepuwíken","02_16_audio_0045",220.3,0.132,"e1",2,"Blue",217,5300,530,2417,2796,662,2044,2735,669,1678,2734,649,1557,2694,586,1525,2736
"p2","p2_0002","o",4,0.2,0.32,0.52,"s","-","kóso","p2_0002",260.8,0.198,"o1",4,"Green",2,7442,457,1351,3178,601,1174,2941,669,1220,3192,455,1148,3043,277,1083,3135
"p2","p2_0124","é",373,0.2179444715,75.48997552,75.70791999,"ts2","ts2","mqwets(étse)","p2_0124",234.9,0.216,"e2",8,"Orange",124,6579,459,1839,2753,625,1634,2701,669,1773,2876,644,1777,2983,399,1953,3326
"p2","p2_0187","e",569,0.2870269064,117.8347125,118.1217394,"7","m1","mé7e","p2_0187",196.6,0.286,"e1",2,"Blue",187,6255,789,1497,2986,730,1351,3041,669,1529,3038,556,1422,3014,350,1560,2980
"03_16_audio","03_16_audio_0075","e",253,0.2089063719,3242.317558,3242.526465,"l","-","Pep̓e7súsle7cw (3) earthworm","03_16_audio_0075",144.9,0.208,"e1",2,"Blue",573,7100,603,1319,2913,710,1404,3003,667,1373,2994,619,1479,3148,1085,2893,3977
"04_05_b_audio","04_05_b_audio_0024","e",90,0.1028847656,782.3470331,782.4499179,"q","m","Xqemqém / still or warm (2)","04_05_b_audio_0024",198.2,0.102,"e1",2,"Blue",725,5150,666,1327,2721,712,1370,2728,666,1409,2707,654,1409,2734,621,1289,2729
"p2","p2_0017","ó",49,0.17,10.16,10.33,"k","s","koskóso","p2_0017",260.6,0.168,"o2",10,"Purple",17,5932,462,937,1506,546,959,2591,666,1127,2844,681,1260,2900,302,1301,2737
"p2","p2_0197","e",592,0.0768039962,123.883196,123.96,"w","7","mtsutekwe7","p2_0197",149.1,0.076,"e1",2,"Blue",197,5500,587,1199,2611,615,1299,2715,665,1351,2904,670,1328,2925,717,1436,3027
"02_09_audio","02_09_audio_0072","e",241,0.1157625469,2379.728849,2379.844612,"7","n","nehé7en","02_09_audio_0072",238.7,0.114,"e1",2,"Blue",139,6950,774,1816,3774,677,1731,3599,664,1760,3447,664,1763,3451,658,1755,3447
"04_05_a_audio","04_05_a_audio_0030","é",121,0.2141168831,612.5871066,612.8012235,"m","kw","Mekwmékw / dull (3)","04_05_a_audio_0030",219.5,0.214,"e2",7,"Magenta",684,4700,523,983,1632,524,1061,1708,664,890,1622,617,1111,1619,272,1190,1534
"04_27_audio","04_27_audio_0052","e",171,0.2197745959,2452.078663,2452.298438,"n","ts","net.s ell péte - peanut butter (2) g","04_27_audio_0052",277.3,0.218,"e1",2,"Blue",897,6950,511,1946,3033,630,1844,2901,664,1883,2956,613,1796,2947,534,1843,2965
"02_09_audio","02_09_audio_0087","é",285,0.1499728734,2506.778319,2506.928292,"k","n","tśkénem","02_09_audio_0087",225.7,0.15,"e2",7,"Magenta",154,5000,473,2080,2596,560,1760,2713,663,1713,2924,675,1722,2946,629,1629,2872
"03_02_audio","03_02_audio_0001","e",4,0.05272920417,859.6548689,859.7075981,"p","q","speqpéq","03_02_audio_0001",232.6,0.052,"e1",2,"Blue",335,6500,611,1064,2705,663,1174,2750,663,1182,2731,641,1172,2719,593,1169,2734
"04_05_a_audio","04_05_a_audio_0041","e",164,0.1755373127,807.4644513,807.6399887,"l","-","Sesísle7 / A few (1)","04_05_a_audio_0041",168.7,0.174,"e1",2,"Blue",695,5150,618,1433,2811,669,1437,2804,663,1517,2922,727,1502,2970,895,1488,2984
"04_13_audio","04_13_audio_0043","é",182,0.2580925061,1135.182849,1135.440941,"ts","p","xe7tsép","04_13_audio_0043",291.9,0.258,"e2",7,"Magenta",788,5450,516,1721,2775,800,1321,2727,663,974,2291,499,1148,2339,542,1644,2814
"p2","p2_0018","o",51,0.194939976,10.46,10.65493998,"s","-","koskóso","p2_0018",271.5,0.194,"o1",4,"Green",18,5500,505,1307,2881,631,1347,3186,663,1243,2849,615,1192,2780,500,1124,2841
"p2","p2_0054","a",177,0.09791447833,38.00208552,38.1,"7","l","cw7á7alken","p2_0054",223.5,0.096,"a1",1,"Red",54,5500,733,1141,2836,709,1162,2806,663,1160,2802,680,1164,2727,683,1157,2823
"03_16_audio","03_16_audio_0028","ú",94,0.1503954244,1922.175086,1922.325481,"n","xw","Núnxwenxw (3) girl","03_16_audio_0028",243.8,0.15,"u2",10,"Purple",526,5300,509,1434,2797,618,1297,2795,662,1193,2859,539,1240,2931,491,956,3108
"03_16_audio","03_16_audio_0073","e",247,0.1742220328,3241.128426,3241.302648,"p","p","Pep̓e7súsle7cw (3) earthworm","03_16_audio_0073",269.1,0.174,"e1",2,"Blue",571,6350,560,1720,2838,621,1750,2874,662,1652,2769,620,1600,2710,527,1605,2774
"p2","p2_0042","e",134,0.22,28.6,28.82,"ts1","7","koswéllts'e7","p2_0042",201,0.218,"e1",2,"Blue",42,5932,656,1489,2975,629,1378,2835,662,1307,2840,723,1373,2896,663,1505,2964
"03_09_audio","03_09_audio_0110","ə1",355,0.1829845208,2034.122439,2034.305423,"m","7","m7ell","03_09_audio_0110",192.2,0.182,"b1",11,"Teal",478,6200,478,1538,2860,549,1575,2910,661,1583,3029,666,1572,2867,702,1635,2917
"p2","p2_0021","o",59,0.1941452507,12.1,12.29414525,"s","-","koskóso","p2_0021",290.4,0.194,"o1",4,"Green",21,5824,494,1328,2970,605,1390,2884,661,1322,2795,609,1314,3174,702,1303,3218
"p2","p2_0110","e",334,0.1256254724,66.03437453,66.16,"s","7","síse7","p2_0110",254.1,0.124,"e1",2,"Blue",110,6363,467,1692,2842,572,1657,2823,661,1600,2796,668,1524,2825,661,1505,2897
"p2","p2_0185","e",563,0.2043647514,114.5856352,114.79,"w","7","mtsutekwe7","p2_0185",166.1,0.204,"e1",2,"Blue",185,5500,597,1158,2683,669,1055,2618,661,1242,2660,746,1395,2662,807,1528,2842
"04_05_a_audio","04_05_a_audio_0021","e",92,0.1572767062,577.3589814,577.5162581,"p","s","cpespesíselt / kittens (3)","04_05_a_audio_0021",256.1,0.156,"e1",2,"Blue",675,5750,579,1631,2561,655,1820,2590,660,1827,2546,700,1854,2673,504,1934,3066
"02_09_audio","02_09_audio_0004","e",15,0.03804057578,93.22539953,93.26344011,"w","7","ntsétswe7","02_09_audio_0004",188.4,0.038,"e1",2,"Blue",71,7100,645,1046,2800,678,1036,2786,659,1190,2805,697,1268,2802,718,1307,2806
"03_16_audio","03_16_audio_0027","ú",86,0.1192118827,1838.020455,1838.139667,"n","xw","Núnxwenxw (2) girl","03_16_audio_0027",242.2,0.118,"u2",5,"Olive",525,6050,612,1591,2797,673,1403,2804,659,1129,2949,659,1070,2924,469,733,2959
"04_05_a_audio","04_05_a_audio_0009","é",50,0.1992065083,464.9816514,465.1808579,"k","k","nkékelc / my hand (2)","04_05_a_audio_0009",247.6,0.198,"e2",7,"Magenta",663,5900,516,2206,2724,624,1781,2689,659,1532,2724,477,1671,2692,621,1748,2769
"02_16_audio","02_16_audio_0040","e",150,0.2943421464,3271.256885,3271.551227,"k","n","gyepuwíken","02_16_audio_0040",263.9,0.294,"e1",2,"Blue",212,5900,507,2173,2967,626,2085,3048,658,2013,2999,413,1894,2970,317,1978,2942
"03_02_audio","03_02_audio_0009","é",35,0.1771160448,1693.544928,1693.722044,"ts","k","estsék̓","03_02_audio_0009",206.2,0.176,"e2",7,"Magenta",343,5300,501,2062,2682,651,1751,2642,658,1699,2627,553,1834,2666,520,1855,2646
"01_26_audio","01_26_audio_0002","é",5,0.1643022522,21.71597796,21.88028021,"m","k","qeq̓iméke7","01_26_audio_0002",243.6,0.164,"e2",7,"Magenta",2,5300,677,1642,2678,737,1673,2683,657,1796,2702,613,1831,2596,725,1877,2572
"03_09_audio","03_09_audio_0107","é",345,0.1922888185,2029.679826,2029.872115,"7","ll","m7ell","03_09_audio_0107",257.9,0.192,"e2",2,"Blue",475,5750,675,1814,2746,645,1735,2752,657,1761,2777,705,1846,2889,480,1931,2898
"03_09_audio","03_09_audio_0109","é",351,0.2023684743,2032.000777,2032.203145,"7","ll","m7ell","03_09_audio_0109",248.7,0.202,"e2",2,"Blue",477,6050,667,1743,2935,673,1711,2935,657,1714,2824,673,1858,2856,474,1929,3001
"04_05_b_audio","04_05_b_audio_0025","é",93,0.20758984,782.6910697,782.8986596,"q","m","Xqemqém / still or warm (2)","04_05_b_audio_0025",252.5,0.206,"e2",7,"Magenta",726,5900,672,1422,2629,707,1642,2817,657,1775,2739,619,1807,2761,623,1654,2769
"04_27_audio","04_27_audio_0055","e",178,0.1955108613,2452.935778,2453.131289,"t","-","net.s ell péte - peanut butter (2) g","04_27_audio_0055",309.7,0.194,"e1",2,"Blue",900,5600,624,1628,2386,658,1542,2395,657,1675,2898,773,1489,3048,1286,1612,3210
"04_05_b_audio","04_05_b_audio_0008","é",28,0.1078258819,171.1358883,171.2437142,"w","t́","cwetcwét̓t / clean (1)","04_05_b_audio_0008",262.6,0.106,"e2",7,"Magenta",709,7250,645,1491,2740,665,1634,2749,656,1802,2850,536,1845,3205,419,1874,3228
"02_09_audio","02_09_audio_0086","e",280,0.0574622693,2488.674584,2488.732046,"n","m","tśkénem","02_09_audio_0086",217.7,0.056,"e1",2,"Blue",153,6200,385,1551,3021,536,1590,3004,655,1615,3026,617,1570,2995,502,1482,2933
"03_09_audio","03_09_audio_0052","é",170,0.1022840847,1062.374335,1062.476619,"y","n","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0052",252.8,0.102,"e2",7,"Magenta",420,6350,513,1921,2694,570,1614,2716,655,1662,2635,658,1710,2653,601,1706,2750
"03_30_audio","03_30_audio_0002","é",9,0.2162999184,78.88072395,79.09702387,"eg","m","legém","03_30_audio_0002",224.1,0.216,"e2",7,"Magenta",620,6800,546,1246,2781,661,1233,2840,655,1302,2889,616,1261,2905,616,1223,2668
"p2","p2_0101","e",310,0.1312454927,61.64,61.77124549,"s","7","síse7","p2_0101",201.5,0.13,"e1",2,"Blue",101,5500,424,1709,2873,544,1670,2814,655,1569,2752,679,1504,2758,686,1529,2760
"02_09_audio","02_09_audio_0047","e",161,0.1705473845,2058.41138,2058.581927,"n","n","nen stenes","02_09_audio_0047",285.2,0.17,"e1",2,"Blue",114,5900,517,1990,3060,632,1976,2966,654,1916,2885,640,1866,2992,568,1830,3165
"p2","p2_0199","é",597,0.09629842288,124.8589289,124.9552273,"ll","t","mllept re t7ikw","p2_0199",250.9,0.096,"e2",8,"Orange",199,5500,452,1891,2831,614,1937,2787,654,1940,2897,705,1816,2864,734,1804,2808
"03_09_audio","03_09_audio_0119","ə1",392,0.1531814715,2190.298756,2190.451938,"n","7","n7eq̓","03_09_audio_0119",208.2,0.152,"b1",11,"Teal",487,5750,520,1700,2888,610,1533,2851,653,1470,2836,710,1386,2955,639,1314,3096
"03_09_audio","03_09_audio_0111","é",357,0.231377682,2034.375981,2034.607359,"7","ll","m7ell","03_09_audio_0111",248.9,0.23,"e2",2,"Blue",479,6650,676,1719,3040,647,1659,2905,651,1651,2958,566,1821,3077,320,1969,3610
"p2","p2_0107","e",326,0.1003797755,64.88184011,64.98221988,"x","m","","p2_0107",263.6,0.1,"e1",2,"Blue",107,7118,601,1514,2845,662,1543,2912,651,1522,3035,634,1503,2664,512,1334,3051
"02_09_audio","02_09_audio_0046","e",158,0.3179755102,1894.819906,1895.137881,"n","-","núne","02_09_audio_0046",254.2,0.318,"e1",2,"Blue",113,5300,548,1713,3049,663,1659,2931,650,1503,2976,735,1632,3282,894,1685,2991
"p2","p2_0043","o",138,0.21,29.71,29.92,"k","s","koswéllts'e7","p2_0043",229,0.21,"o1",4,"Green",43,7442,365,864,2766,500,678,2965,650,1105,3810,603,1086,2816,541,1107,2703
